MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368084090,2022-01-01T18:16:59,29.9673,-90.3982,0.0,277.3,2.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T18:29:41,29.9673,-90.39819,0.0,277.3,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T18:36:39,29.96733,-90.39818,0.1,277.3,2.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T18:49:19,29.96731,-90.39821,0.0,277.3,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T18:56:19,29.96732,-90.39818,0.0,277.3,2.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T19:01:09,29.96734,-90.39816,0.1,277.3,1.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T19:02:20,29.96732,-90.39815,0.1,277.3,0.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T19:05:50,29.9673,-90.39819,0.0,277.3,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T19:11:39,29.96732,-90.39821,0.0,277.3,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T19:32:00,29.96735,-90.39812,0.0,277.3,0.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T19:39:10,29.96736,-90.3981,0.1,277.3,358.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T19:48:39,29.96732,-90.39813,0.0,277.3,0.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T19:57:00,29.9673,-90.39817,0.0,277.3,2.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T20:03:40,29.9673,-90.39819,0.0,277.3,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T20:15:10,29.96731,-90.39819,0.0,277.3,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T20:54:40,29.96731,-90.39813,0.0,4.4,0.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T21:06:20,29.96731,-90.39821,0.0,4.4,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T21:12:00,29.9673,-90.39821,0.1,4.4,4.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T21:24:50,29.9673,-90.39817,0.1,4.4,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T21:38:20,29.96731,-90.39819,0.0,4.4,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T21:41:50,29.9673,-90.3982,0.0,4.4,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T21:48:51,29.96733,-90.39816,0.1,4.4,0.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T21:52:01,29.96736,-90.39814,0.0,4.4,358.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T22:06:49,29.9674,-90.39806,0.1,4.4,356.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T22:20:00,29.9673,-90.39821,0.0,4.4,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T22:23:30,29.9673,-90.39823,0.0,4.4,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T22:39:39,29.96731,-90.39819,0.0,4.4,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T22:45:30,29.96731,-90.39817,0.0,4.4,1.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T22:50:10,29.96731,-90.39817,0.0,4.4,2.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T22:52:21,29.96731,-90.39817,0.0,4.4,2.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T22:55:39,29.96731,-90.39821,0.0,4.4,3.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T22:59:11,29.96731,-90.39822,0.0,4.4,4.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T23:20:20,29.96901,-90.39794,0.2,323.1,176.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T23:24:41,29.96899,-90.39796,0.0,320.9,185.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T23:27:57,29.96901,-90.39797,0.1,320.9,188.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
368084090,2022-01-01T23:31:02,29.96799,-90.398,1.4,324.6,350.0,LARRY B WHIPPLE,,WDK7401,57.0,12.0,23.0,10.0,3.0,57.0,A
